{'label': 'barren', 'label_coarse': 'plant', 'name': 'm1065', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/barren/m1065.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm962', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m962.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm963', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m963.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm964', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m964.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm965', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m965.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm966', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m966.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm967', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m967.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm968', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m968.ply'}
{'label': 'bush', 'label_coarse': 'plant', 'name': 'm969', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/bush/m969.ply'}
{'label': 'butcher_knife', 'label_coarse': 'blade', 'name': 'm725', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butcher_knife/m725.ply'}
{'label': 'butcher_knife', 'label_coarse': 'blade', 'name': 'm726', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butcher_knife/m726.ply'}
{'label': 'butcher_knife', 'label_coarse': 'blade', 'name': 'm727', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butcher_knife/m727.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm14', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m14.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm15', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m15.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm9', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m9.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm952', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m952.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm953', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m953.ply'}
{'label': 'butcher_knife', 'label_coarse': 'blade', 'name': 'm728', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butcher_knife/m728.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm10', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m10.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm11', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m11.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm12', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m12.ply'}
{'label': 'butterfly', 'label_coarse': 'arthropod', 'name': 'm13', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/butterfly/m13.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm954', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m954.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm955', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m955.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm956', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m956.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm957', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m957.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm958', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m958.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm959', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m959.ply'}
{'label': 'cabinet', 'label_coarse': 'cabinet', 'name': 'm960', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/cabinet/m960.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm382', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m382.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm383', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m383.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm384', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m384.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm385', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m385.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm386', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m386.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm387', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m387.ply'}
{'label': 'castle', 'label_coarse': 'building', 'name': 'm388', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/castle/m388.ply'}
{'label': 'chess_piece', 'label_coarse': 'chess_piece', 'name': 'm1598', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/chess_piece/m1598.ply'}
{'label': 'chess_piece', 'label_coarse': 'chess_piece', 'name': 'm1599', 'type': '.ply', 'path': 'C:/Users/ohund/workspace/project_multimedia_retrieval/processed_data_bkp/chess_piece/m1599.ply'}
